detection_id,detection_name,normalized_detection_name,catalog_status,detection_type,family,security_domain,analytic_story,mitre_attack_ids,technique_count,data_source_names,required_data_source_count,products,search,how_to_implement,source_file
ec5b6790-595a-4fb8-ad43-56e5b55a9617,Windows AD Dangerous User ACL Modification,windows ad dangerous user acl modification,production,TTP,Windows,endpoint,Sneaky Active Directory Persistence Tricks,T1222.001; T1484,2,Windows Event Log Security 5136,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=5136 ObjectClass=user | stats min(_time) as _time values(eval(if(OperationType==""%%14675"",AttributeValue,null))) as old_value values(eval(if(OperationType==""%%14674"",AttributeValue,null))) as new_value values(OperationType) as OperationType values(dest) as dest by ObjectClass ObjectDN OpCorrelationID src_user SubjectLogonId | rex field=old_value max_match=10000 ""\((?P<old_values>.*?)\)"" | rex field=new_value max_match=10000 ""\((?P<new_ace>.*?)\)"" | mvexpand new_ace | where NOT new_ace IN (old_values) | rex field=new_ace ""(?P<aceType>.*?);(?P<aceFlags>.*?);(?P<aceAccessRights>.*?);(?P<aceObjectGuid>.*?);(?P<aceInheritedTypeGuid>.*?);(?P<aceSid>.*?)$"" | rex max_match=100 field=aceAccessRights ""(?P<AccessRights>[A-Z]{2})"" | rex max_match=100 field=aceFlags ""(?P<aceFlags>[A-Z]{2})"" | lookup msad_guid_lookup guid as aceObjectGuid OUTPUT displayName as ControlAccessRights | lookup ace_access_rights_lookup access_rights_string as AccessRights OUTPUT access_rights_value | lookup ace_type_lookup ace_type_string as aceType OUTPUT ace_type_value as aceType | lookup ace_flag_lookup flag_string as aceFlags OUTPUT flag_value as ace_flag_value ``` Optional SID resolution lookups | lookup identity_lookup_expanded objectSid as aceSid OUTPUT downLevelDomainName as user | lookup admon_groups_def objectSid as aceSid OUTPUT cn as group ``` | lookup builtin_groups_lookup builtin_group_string as aceSid OUTPUT builtin_group_name as builtin_group | eval aceType=coalesce(ace_type_value,aceType), aceFlags=coalesce(ace_flag_value,""This object only""), aceAccessRights=if(aceAccessRights=""CCDCLCSWRPWPDTLOCRSDRCWDWO"",""Full control"",coalesce(access_rights_value,AccessRights)), aceControlAccessRights=coalesce(ControlAccessRights,aceObjectGuid), user=coalesce(user, group, builtin_group, aceSid) | stats values(aceType) as aceType values(aceFlags) as aceFlags values(aceControlAccessRights) as aceControlAccessRights values(aceAccessRights) as aceAccessRights values(new_ace) as new_ace values(aceInheritedTypeGuid) as aceInheritedTypeGuid by _time ObjectClass ObjectDN src_user SubjectLogonId user OpCorrelationID | eval aceControlAccessRights=if(mvcount(aceControlAccessRights)=1 AND aceControlAccessRights="""",""All rights"",'aceControlAccessRights') | search NOT aceType IN (*denied*,D,OD,XD) AND aceAccessRights IN (""Full control"",""All extended rights"",""All validated writes"",""Create all child objects"",""Delete all child objects"",""Delete subtree"",""Delete"",""Modify permissions"",""Modify owner"",""Write all properties"",CC,CR,DC,DT,SD,SW,WD,WO,WP) | `windows_ad_dangerous_user_acl_modification_filter`",Ensure you are ingesting Active Directory audit logs - specifically event 5136. See lantern article in references for further on how to onboard AD audit data. Ensure the wineventlog_security macro is configured with the correct indexes and include lookups for SID resolution if evt_resolve_ad_obj is set to 0.,detections/endpoint/windows_ad_dangerous_user_acl_modification.yml
ae915743-1aa8-4a94-975c-8062ebc8b723,Windows AD DCShadow Privileges ACL Addition,windows ad dcshadow privileges acl addition,production,TTP,Windows,endpoint,Sneaky Active Directory Persistence Tricks,T1484; T1207; T1222.001,3,Windows Event Log Security 5136,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=5136 ObjectClass=domainDNS | stats min(_time) as _time values(eval(if(OperationType==""%%14675"",AttributeValue,null))) as old_value values(eval(if(OperationType==""%%14674"",AttributeValue,null))) as new_value values(OperationType) as OperationType values(dest) as dest BY ObjectClass ObjectDN OpCorrelationID src_user SubjectLogonId | rex field=old_value max_match=10000 ""\((?P<old_values>.*?)\)"" | rex field=new_value max_match=10000 ""\((?P<new_ace>.*?)\)"" | mvexpand new_ace | where NOT new_ace IN (old_values) | rex field=new_ace ""(?P<aceType>.*?);(?P<aceFlags>.*?);(?P<aceAccessRights>.*?);(?P<aceObjectGuid>.*?);;(?P<aceSid>.*?)$"" | search aceObjectGuid IN (""9923a32a-3607-11d2-b9be-0000f87a36b2"",""1131f6ab-9c07-11d1-f79f-00c04fc2dcd2"",""1131f6ac-9c07-11d1-f79f-00c04fc2dcd2"") | rex max_match=100 field=aceAccessRights ""(?P<AccessRights>[A-Z]{2})"" | rex max_match=100 field=aceFlags ""(?P<aceFlags>[A-Z]{2})"" | lookup msad_guid_lookup guid as aceObjectGuid OUTPUT displayName as ControlAccessRights | lookup ace_access_rights_lookup access_rights_string as AccessRights OUTPUT access_rights_value | lookup ace_type_lookup ace_type_string as aceType OUTPUT ace_type_value | lookup ace_flag_lookup flag_string as aceFlags OUTPUT flag_value as ace_flag_value ``` Optional SID resolution lookups | lookup identity_lookup_expanded objectSid as aceSid OUTPUT downLevelDomainName as user | lookup admon_groups_def objectSid as aceSid OUTPUT cn as group ``` | lookup builtin_groups_lookup builtin_group_string as aceSid OUTPUT builtin_group_name as builtin_group | eval aceType=coalesce(ace_type_value,aceType), aceFlags=coalesce(ace_flag_value,""This object only""), aceAccessRights=if(aceAccessRights=""CCDCLCSWRPWPDTLOCRSDRCWDWO"",""Full control"",coalesce(access_rights_value,AccessRights)), aceControlAccessRights=coalesce(ControlAccessRights,aceObjectGuid), user=coalesce(user, group, builtin_group, aceSid) | stats min(_time) as _time values(aceType) as aceType values(aceFlags) as aceFlags(inheritance) values(aceControlAccessRights) as aceControlAccessRights values(aceAccessRights) as aceAccessRights values(new_ace) as new_ace values(SubjectLogonId) as SubjectLogonId BY ObjectClass ObjectDN src_user user | search (aceControlAccessRights=""Add/Remove Replica In Domain"" AND aceControlAccessRights=""Manage Replication Topology"" AND aceControlAccessRights=""Replication Synchronization"") OR (aceControlAccessRights=""9923a32a-3607-11d2-b9be-0000f87a36b2"" AND aceControlAccessRights=""1131f6ab-9c07-11d1-f79f-00c04fc2dcd2"" AND aceControlAccessRights=""1131f6ac-9c07-11d1-f79f-00c04fc2dcd2"") | `windows_ad_dcshadow_privileges_acl_addition_filter`",Ensure you are ingesting Active Directory audit logs - specifically event 5136. See lantern article in references for further on how to onboard AD audit data. Ensure the wineventlog_security macro is configured with the correct indexes and include lookups for SID resolution if evt_resolve_ad_obj is set to 0.,detections/endpoint/windows_ad_dcshadow_privileges_acl_addition.yml
fc3ccef1-60a4-4239-bd66-b279511b4d14,Windows AD Domain Controller Audit Policy Disabled,windows ad domain controller audit policy disabled,production,TTP,Windows,endpoint,Windows Audit Policy Tampering,T1562.001,1,Windows Event Log Security 4719,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=4719 (AuditPolicyChanges IN (""%%8448"",""%%8450"",""%%8448, %%8450"") OR Changes IN (""Failure removed"",""Success removed"",""Success removed, Failure removed"")) dest_category=""domain_controller"" | replace ""%%8448"" with ""Success removed"", ""%%8450"" with ""Failure removed"", ""%%8448, %%8450"" with ""Success removed, Failure removed"" in AuditPolicyChanges | eval AuditPolicyChanges=coalesce(AuditPolicyChanges,Changes), SubcategoryGuid=coalesce(SubcategoryGuid,Subcategory_GUID) | stats min(_time) as _time values(host) as dest BY AuditPolicyChanges SubcategoryGuid | lookup advanced_audit_policy_guids GUID as SubcategoryGuid OUTPUT Category SubCategory | `windows_ad_domain_controller_audit_policy_disabled_filter`","Ensure you are ingesting EventCode `4719` from your domain controllers, the category domain_controller exists in assets and identities, and that assets and identities is enabled. If A&I is not configured, you will need to manually filter the results within the base search.",detections/endpoint/windows_ad_domain_controller_audit_policy_disabled.yml
e633a0ef-2a6e-4ed7-b925-5ff999e5d1f0,Windows AD Domain Controller Promotion,windows ad domain controller promotion,production,TTP,Windows,endpoint,Compromised Windows Host; Sneaky Active Directory Persistence Tricks,T1207,1,Windows Event Log Security 4742,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=4742 ServicePrincipalNames IN (""*E3514235-4B06-11D1-AB04-00C04FC2DCD2/*"",""*GC/*"") | stats min(_time) as _time latest(ServicePrincipalNames) as ServicePrincipalNames,values(signature) as signature, values(src_user) as src_user, values(user) as user BY Logon_ID, dvc | where src_user=user | rename Logon_ID as TargetLogonId, user as dest | appendpipe [ | map search=""search `wineventlog_security` EventCode=4624 TargetLogonId=$TargetLogonId$"" | fields - dest, dvc, signature] | stats min(_time) as _time, values(TargetUserSid) as TargetUserSid, values(Target_Domain) as Target_Domain, values(user) as user, values(status) as status, values(src_category) as src_category, values(src_ip) as src_ip values(ServicePrincipalNames) as ServicePrincipalNames values(signature) as signature values(dest) as dest values(dvc) as dvc BY TargetLogonId | eval dest=trim(dest,""$"") | `windows_ad_domain_controller_promotion_filter`","To successfully implement this search, you need to be ingesting eventcode `4742`. The Advanced Security Audit policy setting `Audit Computer Account Management` within `Account Management` needs to be enabled.",detections/endpoint/windows_ad_domain_controller_promotion.yml
8c372853-f459-4995-afdc-280c114d33ab,Windows AD Domain Replication ACL Addition,windows ad domain replication acl addition,production,TTP,Windows,endpoint,Compromised Windows Host; Sneaky Active Directory Persistence Tricks,T1484,1,Windows Event Log Security 5136,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=5136 ObjectClass=domainDNS | stats min(_time) as _time values(eval(if(OperationType==""%%14675"",AttributeValue,null))) as old_value values(eval(if(OperationType==""%%14674"",AttributeValue,null))) as new_value values(OperationType) as OperationType BY ObjectClass ObjectDN OpCorrelationID src_user SubjectLogonId dest | rex field=old_value max_match=10000 ""\((?P<old_values>.*?)\)"" | rex field=new_value max_match=10000 ""\((?P<new_ace>.*?)\)"" | mvexpand new_ace | where NOT new_ace IN (old_values) | rex field=new_ace ""(?P<aceType>.*?);(?P<aceFlags>.*?);(?P<aceAccessRights>.*?);(?P<aceObjectGuid>.*?);;(?P<aceSid>.*?)$"" | search aceObjectGuid IN (""1131f6aa-9c07-11d1-f79f-00c04fc2dcd2"",""1131f6ad-9c07-11d1-f79f-00c04fc2dcd2"",""89e95b76-444d-4c62-991a-0facbeda640c"") | rex max_match=100 field=aceAccessRights ""(?P<AccessRights>[A-Z]{2})"" | rex max_match=100 field=aceFlags ""(?P<aceFlags>[A-Z]{2})"" | lookup msad_guid_lookup guid as aceObjectGuid OUTPUT displayName as ControlAccessRights | lookup ace_access_rights_lookup access_rights_string as AccessRights OUTPUT access_rights_value | lookup ace_type_lookup ace_type_string as aceType OUTPUT ace_type_value | lookup ace_flag_lookup flag_string as aceFlags OUTPUT flag_value as ace_flag_value | lookup builtin_groups_lookup builtin_group_string as aceSid OUTPUT builtin_group_name as builtin_group | eval aceType=coalesce(ace_type_value,aceType), aceFlags=coalesce(ace_flag_value,""This object only""), aceAccessRights=if(aceAccessRights=""CCDCLCSWRPWPDTLOCRSDRCWDWO"",""Full control"",coalesce(access_rights_value,AccessRights)), aceControlAccessRights=coalesce(ControlAccessRights,aceObjectGuid), user=coalesce(user, group, builtin_group, aceSid) | stats min(_time) as _time values(aceType) as aceType values(aceFlags) as aceFlags(inheritance) values(aceControlAccessRights) as aceControlAccessRights values(aceAccessRights) as aceAccessRights values(new_ace) as new_ace values(SubjectLogonId) as SubjectLogonId BY ObjectClass ObjectDN src_user dest user | search (aceControlAccessRights=""Replicating Directory Changes"" AND aceControlAccessRights=""Replicating Directory Changes All"") OR (aceControlAccessRights=""1131f6aa-9c07-11d1-f79f-00c04fc2dcd2"" AND aceControlAccessRights=""1131f6ad-9c07-11d1-f79f-00c04fc2dcd2"") | `windows_ad_domain_replication_acl_addition_filter`","To successfully implement this search, you need to be ingesting the eventcode 5136. The Advanced Security Audit policy setting `Audit Directory Services Changes` within `DS Access` needs to be enabled, alongside a SACL for `everybody` to `Write All Properties` applied to the domain root and all descendant objects. Once the necessary logging has been enabled, enumerate the domain policy to verify if existing accounts with access need to be whitelisted, or revoked. Assets and Identities is also leveraged to automatically translate the objectSid into username. Ensure your identities lookup is configured with the sAMAccountName and objectSid of all AD user and computer objects.",detections/endpoint/windows_ad_domain_replication_acl_addition.yml
3cb56e57-5642-4638-907f-8dfde9afb889,Windows AD Domain Root ACL Deletion,windows ad domain root acl deletion,production,TTP,Windows,endpoint,Sneaky Active Directory Persistence Tricks,T1222.001; T1484,2,Windows Event Log Security 5136,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=5136 ObjectClass=domainDNS | stats min(_time) as _time values(eval(if(OperationType==""%%14675"",AttributeValue,null))) as old_value values(eval(if(OperationType==""%%14674"",AttributeValue,null))) as new_value values(OperationType) as OperationType values(dest) as dest by ObjectClass ObjectDN OpCorrelationID src_user SubjectLogonId | rex field=old_value max_match=10000 ""\((?P<old_values>.*?)\)"" | rex field=new_value max_match=10000 ""\((?P<new_values>.*?)\)"" | mvexpand old_values | where NOT old_values IN (new_values) | rex field=old_values ""(?P<aceType>.*?);(?P<aceFlags>.*?);(?P<aceAccessRights>.*?);(?P<aceObjectGuid>.*?);;(?P<aceSid>.*?)$"" | rex max_match=100 field=aceAccessRights ""(?P<AccessRights>[A-Z]{2})"" | rex max_match=100 field=aceFlags ""(?P<aceFlags>[A-Z]{2})"" | lookup msad_guid_lookup guid as aceObjectGuid OUTPUT displayName as ControlAccessRights | lookup ace_access_rights_lookup access_rights_string as AccessRights OUTPUT access_rights_value | lookup ace_type_lookup ace_type_string as aceType OUTPUT ace_type_value | lookup ace_flag_lookup flag_string as aceFlags OUTPUT flag_value as ace_flag_value ``` Optional SID resolution lookups | lookup identity_lookup_expanded objectSid as aceSid OUTPUT downLevelDomainName as user | lookup admon_groups_def objectSid as aceSid OUTPUT cn as group ``` | lookup builtin_groups_lookup builtin_group_string as aceSid OUTPUT builtin_group_name as builtin_group | eval aceType=coalesce(ace_type_value,aceType), aceFlags=coalesce(ace_flag_value,""This object only""), aceAccessRights=if(aceAccessRights=""CCDCLCSWRPWPDTLOCRSDRCWDWO"",""Full control"",coalesce(access_rights_value,AccessRights)), aceControlAccessRights=coalesce(ControlAccessRights,aceObjectGuid), user=coalesce(user, group, builtin_group, aceSid) | stats values(aceType) as aceType values(aceFlags) as aceFlags(inheritance) values(aceControlAccessRights) as aceControlAccessRights values(aceAccessRights) as aceAccessRights values(old_values) as old_values by _time ObjectClass ObjectDN src_user SubjectLogonId user OpCorrelationID | eval aceControlAccessRights=if(mvcount(aceControlAccessRights)=1 AND aceControlAccessRights="""",""All rights"",'aceControlAccessRights') | `windows_ad_domain_root_acl_deletion_filter`",Ensure you are ingesting Active Directory audit logs - specifically event 5136. See lantern article in references for further on how to onboard AD audit data. Ensure the wineventlog_security macro is configured with the correct indexes and include lookups for SID resolution if evt_resolve_ad_obj is set to 0.,detections/endpoint/windows_ad_domain_root_acl_deletion.yml
4981e2db-1372-440d-816e-3e7e2ed74433,Windows AD Domain Root ACL Modification,windows ad domain root acl modification,production,TTP,Windows,endpoint,Sneaky Active Directory Persistence Tricks,T1222.001; T1484,2,Windows Event Log Security 5136,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=5136 ObjectClass=domainDNS | stats min(_time) as _time values(eval(if(OperationType==""%%14675"",AttributeValue,null))) as old_value values(eval(if(OperationType==""%%14674"",AttributeValue,null))) as new_value values(OperationType) as OperationType values(dest) as dest by ObjectClass ObjectDN OpCorrelationID src_user SubjectLogonId | rex field=old_value max_match=10000 ""\((?P<old_values>.*?)\)"" | rex field=new_value max_match=10000 ""\((?P<new_ace>.*?)\)"" | mvexpand new_ace | where NOT new_ace IN (old_values) | rex field=new_ace ""(?P<aceType>.*?);(?P<aceFlags>.*?);(?P<aceAccessRights>.*?);(?P<aceObjectGuid>.*?);;(?P<aceSid>.*?)$"" | rex max_match=100 field=aceAccessRights ""(?P<AccessRights>[A-Z]{2})"" | rex max_match=100 field=aceFlags ""(?P<aceFlags>[A-Z]{2})"" | lookup msad_guid_lookup guid as aceObjectGuid OUTPUT displayName as ControlAccessRights | lookup ace_access_rights_lookup access_rights_string as AccessRights OUTPUT access_rights_value | lookup ace_type_lookup ace_type_string as aceType OUTPUT ace_type_value | lookup ace_flag_lookup flag_string as aceFlags OUTPUT flag_value as ace_flag_value ``` Optional SID resolution lookups | lookup identity_lookup_expanded objectSid as aceSid OUTPUT downLevelDomainName as user | lookup admon_groups_def objectSid as aceSid OUTPUT cn as group ``` | lookup builtin_groups_lookup builtin_group_string as aceSid OUTPUT builtin_group_name as builtin_group | eval aceAccessRights=if(aceAccessRights=""CCDCLCSWRPWPDTLOCRSDRCWDWO"",""Full control"",'access_rights_value'), aceType=ace_type_value, aceFlags=coalesce(ace_flag_value,""This object only""), aceControlAccessRights=ControlAccessRights, user=coalesce(user, group, builtin_group, aceSid) | stats values(aceType) as aceType values(aceFlags) as aceFlags(inheritance) values(aceControlAccessRights) as aceControlAccessRights values(aceAccessRights) as aceAccessRights values(new_ace) as new_ace by _time ObjectClass ObjectDN src_user SubjectLogonId user OpCorrelationID | eval aceControlAccessRights=if(mvcount(aceControlAccessRights)=1 AND aceControlAccessRights="""",""All rights"",'aceControlAccessRights') | `windows_ad_domain_root_acl_modification_filter`",Ensure you are ingesting Active Directory audit logs - specifically event 5136. See lantern article in references for further on how to onboard AD audit data. Ensure the wineventlog_security macro is configured with the correct indexes and include lookups for SID resolution if evt_resolve_ad_obj is set to 0.,detections/endpoint/windows_ad_domain_root_acl_modification.yml
08cb291e-ea77-48e8-a95a-0799319bf056,Windows AD DSRM Account Changes,windows ad dsrm account changes,production,TTP,Sysmon,endpoint,Sneaky Active Directory Persistence Tricks; Windows Registry Abuse; Windows Persistence Techniques; Scattered Lapsus$ Hunters,T1098,1,Sysmon EventID 13,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Registry where Registry.registry_path= ""*\\System\\CurrentControlSet\\Control\\Lsa\\DSRMAdminLogonBehavior"" Registry.registry_value_data IN (""*1"",""*2"") by Registry.action Registry.dest Registry.process_guid Registry.process_id Registry.registry_hive Registry.registry_path Registry.registry_key_name Registry.registry_value_data Registry.registry_value_name Registry.registry_value_type Registry.status Registry.user Registry.vendor_product | `drop_dm_object_name(Registry)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_ad_dsrm_account_changes_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/windows_ad_dsrm_account_changes.yml
d1ab841c-36a6-46cf-b50f-b2b04b31182a,Windows AD DSRM Password Reset,windows ad dsrm password reset,production,TTP,Windows,endpoint,Sneaky Active Directory Persistence Tricks; Scattered Lapsus$ Hunters,T1098,1,Windows Event Log Security 4794,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` min(_time) as _time FROM datamodel=Change WHERE All_Changes.result_id=""4794"" AND All_Changes.result=""set the Directory Services Restore Mode administrator password"" BY All_Changes.action, All_Changes.dest, All_Changes.src, All_Changes.user | `drop_dm_object_name(All_Changes)` | `windows_ad_dsrm_password_reset_filter`","To successfully implement this search, you need to be ingesting eventcode `4794` and have the Advanced Security Audit policy `Audit User Account Management` within `Account Management` enabled.",detections/endpoint/windows_ad_dsrm_password_reset.yml
0d41772b-35ab-4e1c-a2ba-d0b455481aee,Windows AD GPO Deleted,windows ad gpo deleted,production,TTP,Windows,endpoint,Sneaky Active Directory Persistence Tricks,T1562.001; T1484.001,2,Windows Event Log Security 5136,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=5136 AttributeLDAPDisplayName=gpLink | eval ObjectDN=upper(ObjectDN) | stats min(_time) as eventTime values(eval(if(OperationType==""%%14675"",AttributeValue,null))) as old_value values(eval(if(OperationType==""%%14674"",AttributeValue,null))) as new_value values(OperationType) as OperationType values(src_user) as src_user values(dest) as dest BY OpCorrelationID ObjectDN SubjectLogonId | rex field=old_value max_match=10000 ""(?i)LDAP://(?P<old_dn>cn.*?);(?P<old_flag>\d)\]"" | rex field=new_value max_match=10000 ""(?i)LDAP://(?P<new_dn>cn.*?);(?P<new_flag>\d)\]"" | mvexpand old_dn | where NOT old_dn IN (new_dn) | eval ObjectDN=upper(old_dn) | join ObjectDN type=outer [ | search `admon` objectCategory=""CN=Group-Policy-Container*"" admonEventType=Update | eval ObjectDN=upper(distinguishedName) | stats latest(displayName) as displayName BY ObjectDN ] | stats min(eventTime) as _time values(OpCorrelationID) as OpCorrelationID values(displayName) as policyName values(src_user) as src_user BY ObjectDN SubjectLogonId | `windows_ad_gpo_deleted_filter`","Ensure you are ingesting Active Directory audit logs - specifically event 5136, admon data is also used to display the display name of the GPO. See lantern article in references for further on how to onboard AD audit data. Ensure the wineventlog_security and admon macros are configured with the correct indexes.",detections/endpoint/windows_ad_gpo_deleted.yml
72793bc0-c0cd-400e-9e60-fdf36f278917,Windows AD GPO Disabled,windows ad gpo disabled,production,TTP,Windows,endpoint,Sneaky Active Directory Persistence Tricks,T1562.001; T1484.001,2,Windows Event Log Security 5136,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=5136 AttributeLDAPDisplayName=flags OperationType=""%%14674"" AttributeValue!=0 | eval AttributeValueExp=case(AttributeValue==0,""Enabled"",AttributeValue==1,""User configuration settings disabled"",AttributeValue==2,""Computer configuration settings disabled"",AttributeValue==3,""Disabled""), ObjectDN=upper(ObjectDN) | join ObjectDN type=inner [ | search `admon` objectCategory=""CN=Group-Policy-Container*"" admonEventType=Update | eval ObjectDN=upper(distinguishedName) | stats latest(displayName) as displayName BY ObjectDN ] | stats min(_time) as _time values(AttributeValue) as AttributeValue values(AttributeValueExp) as AttributeValueExp values(OpCorrelationID) as OpCorrelationID values(displayName) as policyName values(src_user) as src_user BY ObjectDN SubjectLogonId dest | `windows_ad_gpo_disabled_filter`","Ensure you are ingesting Active Directory audit logs - specifically event 5136, admon data is also used to display the display name of the GPO. See lantern article in references for further on how to onboard AD audit data. Ensure the wineventlog_security and admon macros are configured with the correct indexes.",detections/endpoint/windows_ad_gpo_disabled.yml
700c11d1-da09-47b2-81aa-358c143c7986,Windows AD GPO New CSE Addition,windows ad gpo new cse addition,production,TTP,Windows,endpoint,Sneaky Active Directory Persistence Tricks,T1222.001; T1484.001,2,Windows Event Log Security 5136,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=5136 ObjectClass=groupPolicyContainer AttributeLDAPDisplayName=gPCMachineExtensionNames | stats min(_time) as _time values(eval(if(OperationType==""%%14675"",AttributeValue,null))) as old_value values(eval(if(OperationType==""%%14674"",AttributeValue,null))) as new_value values(OperationType) as OperationType values(dest) as dest BY ObjectClass ObjectDN OpCorrelationID src_user SubjectLogonId | rex field=old_value max_match=10000 ""(?P<old_values>\{.*?\})"" | rex field=new_value max_match=10000 ""(?P<new_values>\{.*?\})"" | rex field=ObjectDN max_match=10000 ""CN=(?P<policy_guid>\{.*?\})"" | mvexpand new_values | where NOT new_values IN (old_values,""{00000000-0000-0000-0000-000000000000}"",policy_guid) AND match(new_values, ""^\{[A-Z | \d]+\-[A-Z | \d]+\-[A-Z | \d]+\-[A-Z | \d]+\-[A-Z | \d]+\}"") | lookup msad_guid_lookup guid as new_values OUTPUTNEW displayName as policyType | eval newPolicy=if(policyType like ""%"",policyType,new_values) | join ObjectDN [ | search `admon` objectCategory=""CN=Group-Policy-Container*"" admonEventType=Update | stats latest(displayName) as displayName BY distinguishedName | eval ObjectDN=upper(distinguishedName)] | stats values(OpCorrelationID) as OpCorrelationID values(src_user) as src_user values(SubjectLogonId) as SubjectLogonId values(newPolicy) as newPolicy values(displayName) as policyName BY ObjectDN | `windows_ad_gpo_new_cse_addition_filter`","Ensure you are ingesting Active Directory audit logs - specifically event 5136, admon data is also used to display the display name of the GPO. See lantern article in references for further on how to onboard AD audit data. Ensure the wineventlog_security and admon macros are configured with the correct indexes.",detections/endpoint/windows_ad_gpo_new_cse_addition.yml
66b6ad5e-339a-40af-b721-dacefc7bdb75,Windows AD Hidden OU Creation,windows ad hidden ou creation,production,TTP,Windows,endpoint,Sneaky Active Directory Persistence Tricks,T1222.001; T1484,2,Windows Event Log Security 5136,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=5136 ObjectClass=organizationalUnit | stats min(_time) as _time values(eval(if(OperationType==""%%14675"",AttributeValue,null))) as old_value values(eval(if(OperationType==""%%14674"",AttributeValue,null))) as new_value values(OperationType) as OperationType values(dest) as dest by ObjectClass ObjectDN OpCorrelationID src_user SubjectLogonId | rex field=old_value max_match=10000 ""\((?P<old_values>.*?)\)"" | rex field=new_value max_match=10000 ""\((?P<new_ace>.*?)\)"" | mvexpand new_ace | where NOT new_ace IN (old_values) | rex field=new_ace ""(?P<aceType>.*?);(?P<aceFlags>.*?);(?P<aceAccessRights>.*?);(?P<aceObjectGuid>.*?);(?P<aceInheritedTypeGuid>.*?);(?P<aceSid>.*?)$"" | rex max_match=100 field=aceAccessRights ""(?P<AccessRights>[A-Z]{2})"" | rex max_match=100 field=aceFlags ""(?P<aceFlags>[A-Z]{2})"" | lookup msad_guid_lookup guid as aceObjectGuid OUTPUT displayName as ControlAccessRights | lookup ace_access_rights_lookup access_rights_string as AccessRights OUTPUT access_rights_value | lookup ace_type_lookup ace_type_string as aceType OUTPUT ace_type_value as aceType | lookup ace_flag_lookup flag_string as aceFlags OUTPUT flag_value as ace_flag_value ``` Optional SID resolution lookups | lookup identity_lookup_expanded objectSid as aceSid OUTPUT downLevelDomainName as user | lookup admon_groups_def objectSid as aceSid OUTPUT cn as group ``` | lookup builtin_groups_lookup builtin_group_string as aceSid OUTPUT builtin_group_name as builtin_group | eval aceType=coalesce(ace_type_value,aceType), aceFlags=coalesce(ace_flag_value,""This object only""), aceAccessRights=if(aceAccessRights=""CCDCLCSWRPWPDTLOCRSDRCWDWO"",""Full control"",coalesce(access_rights_value,AccessRights)), aceControlAccessRights=coalesce(ControlAccessRights,aceObjectGuid), user=coalesce(user, group, builtin_group, aceSid) | stats values(aceType) as aceType values(aceFlags) as aceFlags values(aceControlAccessRights) as aceControlAccessRights values(aceAccessRights) as aceAccessRights values(new_ace) as new_ace values(aceInheritedTypeGuid) as aceInheritedTypeGuid by _time ObjectClass ObjectDN src_user SubjectLogonId user OpCorrelationID | eval aceControlAccessRights=if(mvcount(aceControlAccessRights)=1 AND aceControlAccessRights="""",""All rights"",'aceControlAccessRights') | search aceType IN (""Access denied"",D) AND aceAccessRights IN (""List contents"",""List objects"",LC,LO) | `windows_ad_hidden_ou_creation_filter`",Ensure you are ingesting Active Directory audit logs - specifically event 5136. See lantern article in references for further on how to onboard AD audit data. Ensure the wineventlog_security macro is configured with the correct indexes and include lookups for SID resolution if evt_resolve_ad_obj is set to 0.,detections/endpoint/windows_ad_hidden_ou_creation.yml
