data_source_name,normalized_data_source_name,family,source,sourcetype,mitre_components,supported_ta_names,supported_ta_versions,supported_ta_urls,output_fields,source_file
Azure Active Directory Add app role assignment to service principal,azure active directory add app role assignment to service principal,Azure,Azure AD,azure:monitor:aad,User Account Modification; Group Modification; Cloud Service Modification; Cloud Service Metadata,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_add_app_role_assignment_to_service_principal.yml
Azure Active Directory Add member to role,azure active directory add member to role,Azure,Azure AD,azure:monitor:aad,Group Modification; Group Metadata; User Account Metadata; Cloud Service Modification,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_add_member_to_role.yml
Azure Active Directory Add owner to application,azure active directory add owner to application,Azure,Azure AD,azure:monitor:aad,User Account Modification; Group Modification; Cloud Service Modification; Cloud Service Metadata,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_add_owner_to_application.yml
Azure Active Directory Add service principal,azure active directory add service principal,Azure,Azure AD,azure:monitor:aad,Cloud Service Creation; Cloud Service Metadata; User Account Metadata; Active Directory Object Creation,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_add_service_principal.yml
Azure Active Directory Add unverified domain,azure active directory add unverified domain,Azure,Azure AD,azure:monitor:aad,Domain Registration; Cloud Service Modification; Cloud Service Metadata; Configuration Modification,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_add_unverified_domain.yml
Azure Active Directory Consent to application,azure active directory consent to application,Azure,Azure AD,azure:monitor:aad,User Account Modification; Cloud Service Modification; Cloud Service Metadata; Configuration Modification,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_consent_to_application.yml
Azure Active Directory Disable Strong Authentication,azure active directory disable strong authentication,Azure,Azure AD,azure:monitor:aad,User Account Authentication; User Account Modification; Cloud Service Modification,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_disable_strong_authentication.yml
Azure Active Directory Enable account,azure active directory enable account,Azure,Azure AD,azure:monitor:aad,User Account Modification; User Account Authentication; User Account Metadata,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_enable_account.yml
Azure Active Directory Invite external user,azure active directory invite external user,Azure,Azure AD,azure:monitor:aad,Active Directory Object Creation; User Account Creation; User Account Authentication,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_invite_external_user.yml
Azure Active Directory MicrosoftGraphActivityLogs,azure active directory microsoftgraphactivitylogs,Azure,Azure AD,azure:monitor:aad,,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,_time,data_sources/azure_active_directory_microsoftgraphactivitylogs.yml
Azure Active Directory NonInteractiveUserSignInLogs,azure active directory noninteractiveusersigninlogs,Azure,Azure AD,azure:monitor:aad,,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,action; additional_details; app; authentication_method; authentication_service; callerIpAddress; category; change_type; command; correlationId; dataset_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; description; dest; dest_type; duration; durationMs; dvc; enabled; eventtype; host; id; index; level; linecount; location; object; object_attrs; object_category; object_id; object_path; operationName; operationVersion; path_from_resourceId; properties.C_Iat; properties.C_Idtyp; properties.UserPrincipalObjectID; properties.__UDI_RequiredFields_EventTime; properties.__UDI_RequiredFields_RegionScope; properties.__UDI_RequiredFields_TenantId; properties.__UDI_RequiredFields_UniqueId; properties.apiVersion; properties.appId; properties.clientAuthMethod; properties.clientRequestId; properties.durationMs; properties.identityProvider; properties.ipAddress; properties.location; properties.operationId; properties.requestId; properties.requestMethod; properties.requestUri; properties.responseSizeBytes; properties.responseStatusCode; properties.resultReason; properties.roles; properties.scopes; properties.signInActivityId; properties.tenantId; properties.timeGenerated; properties.tokenIssuedAt; properties.userAgent; properties.userId; properties.wids; punct; reason; resourceId; response_time; result; resultSignature; result_id; severity; signature; signature_id; signinDateTime; source; sourcetype; splunk_server; splunk_server_group; src; src_ip; src_user; src_user_name; src_user_type; status; tag; tag::action; tag::app; tag::eventtype; tag::object_category; tenantId; time; timeendpos; timestartpos; user; user_agent; user_id; user_name; user_role; user_type; vendor_account; vendor_product; vendor_region; _bkt; _cd; _eventtype_color; _indextime; _raw; _serial; _si; _sourcetype; _subsecond; _time,data_sources/azure_active_directory_noninteractiveusersigninlogs.yml
Azure Active Directory Reset password (by admin),azure active directory reset password by admin,Azure,Azure AD,azure:monitor:aad,User Account Authentication; User Account Modification; Active Directory Object Modification,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_reset_password_(by_admin).yml
Azure Active Directory Set domain authentication,azure active directory set domain authentication,Azure,Azure AD,azure:monitor:aad,Active Directory Object Modification; User Account Authentication; Cloud Service Modification,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_set_domain_authentication.yml
Azure Active Directory Sign-in activity,azure active directory sign in activity,Azure,Azure AD,azure:monitor:aad,User Account Authentication; Logon Session Creation; User Account Metadata,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_sign_in_activity.yml
Azure Active Directory Update application,azure active directory update application,Azure,Azure AD,azure:monitor:aad,Service Modification; User Account Modification; Cloud Service Modification,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_update_application.yml
Azure Active Directory Update authorization policy,azure active directory update authorization policy,Azure,Azure AD,azure:monitor:aad,User Account Modification; Group Modification; Active Directory Object Modification,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_update_authorization_policy.yml
Azure Active Directory Update user,azure active directory update user,Azure,Azure AD,azure:monitor:aad,User Account Modification; User Account Metadata,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_update_user.yml
Azure Active Directory User registered security info,azure active directory user registered security info,Azure,Azure AD,azure:monitor:aad,User Account Modification; User Account Metadata,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_active_directory_user_registered_security_info.yml
Azure Audit Create or Update an Azure Automation account,azure audit create or update an azure automation account,Azure,mscs:azure:audit,mscs:azure:audit,Cloud Service Creation; Cloud Service Modification; Cloud Service Metadata,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_audit_create_or_update_an_azure_automation_account.yml
Azure Audit Create or Update an Azure Automation Runbook,azure audit create or update an azure automation runbook,Azure,mscs:azure:audit,mscs:azure:audit,Scheduled Job Modification; Scheduled Job Creation,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src; vendor_account; vendor_product,data_sources/azure_audit_create_or_update_an_azure_automation_runbook.yml
Azure Audit Create or Update an Azure Automation webhook,azure audit create or update an azure automation webhook,Azure,mscs:azure:audit,mscs:azure:audit,Scheduled Job Modification; Cloud Service Modification; Scheduled Job Metadata,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,dest; user; src,data_sources/azure_audit_create_or_update_an_azure_automation_webhook.yml
Azure Monitor Activity,azure monitor activity,Azure,Azure AD,azure:monitor:activity,,Splunk Add-on for Microsoft Cloud Services,6.1.0,https://splunkbase.splunk.com/app/3110,action; dest; user; src; vendor_account; vendor_product,data_sources/azure_monitor_activity.yml
Bro conn,bro conn,Bro,bro:conn:json,bro:conn:json,Network Connection Creation; Network Traffic Flow; Response Metadata; Application Log Content,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,,data_sources/bro_conn.yml
Bro dns,bro dns,Bro,bro:dns:json,bro:dns:json,Active DNS; Passive DNS; Network Traffic Content; Network Traffic Flow; Response Metadata,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,,data_sources/bro_dns.yml
Bro files,bro files,Bro,bro:files:json,bro:files:json,File Metadata; Network Traffic Content; Network Traffic Flow; Response Metadata; Application Log Content,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,,data_sources/bro_files.yml
Bro http,bro http,Bro,bro:http:json,bro:http:json,Network Traffic Content; Network Traffic Flow; Response Content; Response Metadata; Application Log Content,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,,data_sources/bro_http.yml
Bro loaded_scripts,bro loaded scripts,Bro,bro:loaded_scripts:json,bro:loaded_scripts:json,Application Log Content; Configuration Modification; Script Execution; OS API Execution,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,,data_sources/bro_loaded_scripts.yml
Bro ntp,bro ntp,Bro,bro:ntp:json,bro:ntp:json,Network Traffic Flow; Network Traffic Content; Response Metadata; Application Log Content,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,,data_sources/bro_ntp.yml
Bro ocsp,bro ocsp,Bro,bro:ocsp:json,bro:ocsp:json,Certificate Registration; Network Traffic Flow; Network Traffic Content; Response Metadata; Application Log Content,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,,data_sources/bro_ocsp.yml
Bro ssl,bro ssl,Bro,bro:ssl:json,bro:ssl:json,Certificate Registration; Network Traffic Flow; Network Traffic Content; Response Metadata; Application Log Content,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,,data_sources/bro_ssl.yml
Bro weird,bro weird,Bro,bro:weird:json,bro:weird:json,Network Traffic Flow; Network Traffic Content; Response Metadata; Application Log Content; Host Status,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,,data_sources/bro_weird.yml
Bro x509,bro x509,Bro,bro:x509:json,bro:x509:json,Certificate Registration; Network Traffic Content; Response Metadata; Application Log Content; Host Status,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,,data_sources/bro_x509.yml
CircleCI,circleci,CircleCI,circleci,circleci,Scheduled Job Execution; Scheduled Job Metadata; Application Log Content; Configuration Modification; Host Status,App for CircleCI,0.1.1,https://splunkbase.splunk.com/app/5162,_time; author_name; avatar_url; branch; build_num; build_time_millis; build_url; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; eventtype; fail_reason; host; index; job_name; job_time; linecount; owners{}; project_slug; punct; queued_time; reponame; source; sourcetype; splunk_server; start_time; status; stop_time; tag; tag::eventtype; timedout; timeendpos; timestartpos; username; vcs.commit_time; vcs.committer_name; vcs.revision; vcs.subject; vcs.tag; vcs.type; vcs.url; workflows.job_id; workflows.job_name; workflows.upstream_job_ids{}; workflows.workflow_id; workflows.workflow_name; workflows.workspace_id,data_sources/circleci.yml
Cisco AI Defense Alerts,cisco ai defense alerts,Cisco,cisco_ai_defense,cisco:ai:defense,,Cisco Security Cloud,3.6.3,https://splunkbase.splunk.com/app/7404,,data_sources/cisco_ai_defense_alerts.yml
Cisco ASA Logs,cisco asa logs,Cisco,not_applicable,cisco:asa,,Cisco Security Cloud,3.6.3,https://splunkbase.splunk.com/app/7404,Cisco_ASA_action; Cisco_ASA_message_id; Cisco_ASA_user; Cisco_ASA_vendor_action; IP; Username; _bkt; _cd; _eventtype_color; _indextime; _raw; _serial; _si; _sourcetype; _time; acl; action; app; assigned_ip; bytes; category; command; communication_protocol; connections_in_use; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_host; dest_interface; dest_ip; dest_nt_domain; dest_port; dest_public_port; dest_translated_host; dest_translated_ip; dest_translated_port; dest_user; dest_zone; direction; duration; duration_day; duration_hour; duration_minute; duration_second; dvc; eventtype; group; host; ids_type; index; laction; linecount; most_used_connections; object; object_attrs; object_category; object_id; product; protocol; protocol_version; punct; reason; result; rule; rule_name; session_id; severity; signature; signature_id; source; sourcetype; splunk_server; splunk_server_group; src; src_host; src_interface; src_ip; src_nt_domain; src_port; src_public_port; src_translated_host; src_translated_ip; src_translated_port; src_user; src_zone; ssl_is_valid; status; tag; tag::action; tag::app; tag::eventtype; tag::object_category; teardown_initiator; timeendpos; timestartpos; transport; type; user; vendor; vendor_action; vendor_product; vendor_severity; zone,data_sources/cisco_asa_logs.yml
Cisco Duo Activity,cisco duo activity,Cisco,cisco_duo,cisco:duo:activity,,Cisco Security Cloud,3.6.3,https://splunkbase.splunk.com/app/7404,user; src_ip,data_sources/cisco_duo_activity.yml
Cisco Duo Administrator,cisco duo administrator,Cisco,cisco_duo,cisco:duo:administrator,,Cisco Security Cloud,3.6.3,https://splunkbase.splunk.com/app/7404,user,data_sources/cisco_duo_administrator.yml
Cisco IOS Logs,cisco ios logs,Cisco,cisco:ios,cisco:ios,,Cisco Networks Add-on,2.7.9,https://splunkbase.splunk.com/app/1467,user; dest,data_sources/cisco_ios_logs.yml
Cisco Isovalent Process Connect,cisco isovalent process connect,Cisco,not_applicable,cisco:isovalent:processConnect,,Cisco Security Cloud,3.6.3,https://splunkbase.splunk.com/app/7404,dest_ip; pod_name; pod_namespace; cluster_name; node_name,data_sources/cisco_isovalent_process_connect.yml
Cisco Isovalent Process Exec,cisco isovalent process exec,Cisco,not_applicable,cisco:isovalent:processExec,,Cisco Security Cloud,3.6.3,https://splunkbase.splunk.com/app/7404,process_name; process,data_sources/cisco_isovalent_process_exec.yml
Cisco Isovalent Process Kprobe,cisco isovalent process kprobe,Cisco,not_applicable,cisco:isovalent,,Cisco Security Cloud,3.6.3,https://splunkbase.splunk.com/app/7404,pod_name,data_sources/cisco_isovalent_process_kprobe.yml
Cisco Network Visibility Module Flow Data,cisco network visibility module flow data,Cisco,not_applicable,cisco:nvm:flowdata,,Cisco NVM Add-on for Splunk,4.0.7,https://splunkbase.splunk.com/app/4221,dest,data_sources/cisco_network_visibility_module_flow_data.yml
Cisco Network Visibility Module OSquery,cisco network visibility module osquery,Cisco,not_applicable,cisco:nvm:osquery,,Cisco NVM Add-on for Splunk,4.0.7,https://splunkbase.splunk.com/app/4221,query_json_response,data_sources/cisco_network_visibility_module_osquery.yml
Cisco SD-WAN NTCE 1000001,cisco sd wan ntce 1000001,Cisco,/var/log/vsyslog,cisco:sdwan:syslog,,,,,_time; _raw,data_sources/cisco_sd_wan_ntce_1000001.yml
Cisco SD-WAN Service Proxy Access Logs,cisco sd wan service proxy access logs,Cisco,/var/log/nms/containers/service-proxy/serviceproxy-access.log,cisco:sdwan:access,,,,,_time; _raw,data_sources/cisco_sd_wan_service_proxy_access_logs.yml
Cisco Secure Firewall Threat Defense Connection Event,cisco secure firewall threat defense connection event,Cisco,not_applicable,cisco:sfw:estreamer,,Cisco Security Cloud,3.6.3,https://splunkbase.splunk.com/app/7404,src; dest; dest_port; transport; rule; action,data_sources/cisco_secure_firewall_threat_defense_connection_event.yml
Cisco Secure Firewall Threat Defense File Event,cisco secure firewall threat defense file event,Cisco,not_applicable,cisco:sfw:estreamer,,Cisco Security Cloud,3.6.3,https://splunkbase.splunk.com/app/7404,src; dest; dest_port; FileDirection; FileType; file_hash; SHA_Disposition,data_sources/cisco_secure_firewall_threat_defense_file_event.yml
Cisco Secure Firewall Threat Defense Intrusion Event,cisco secure firewall threat defense intrusion event,Cisco,not_applicable,cisco:sfw:estreamer,,Cisco Security Cloud,3.6.3,https://splunkbase.splunk.com/app/7404,src; dest; dest_port; signature; signature_id; rule; transport; app,data_sources/cisco_secure_firewall_threat_defense_intrusion_event.yml
CrowdStrike Falcon Stream Alert,crowdstrike falcon stream alert,CrowdStrike,CrowdStrike:Event:Streams,CrowdStrike:Event:Streams:JSON,Process Creation; Process Termination; Process Metadata; Command Execution; OS API Execution,Splunk Add-on for CrowdStrike FDR,2.0.5,https://splunkbase.splunk.com/app/5579,dest; user; process; file_name; Name,data_sources/crowdstrike_falcon_stream_alert.yml
CrowdStrike ProcessRollup2,crowdstrike processrollup2,CrowdStrike,crowdstrike,crowdstrike:events:sensor,Process Creation; Process Termination; Process Metadata; Command Execution; OS API Execution,Splunk Add-on for CrowdStrike FDR,2.0.5,https://splunkbase.splunk.com/app/5579,action; dest; original_file_name; parent_process; parent_process_exec; parent_process_guid; parent_process_id; parent_process_name; parent_process_path; process; process_exec; process_guid; process_hash; process_id; process_integrity_level; process_name; process_path; user; user_id; vendor_product,data_sources/crowdstrike_processrollup2.yml
CrushFTP,crushftp,CrushFTP,crushftp,crushftp:sessionlogs,File Access; File Metadata; User Account Authentication; Logon Session Metadata; Network Traffic Content,,,,_time; _raw,data_sources/crushftp.yml
G Suite Drive,g suite drive,G,http:gsuite,gsuite:drive:json,File Access; File Creation; File Modification; Cloud Storage Access; Cloud Storage Metadata,Splunk Add-on for Google Workspace,3.1.0,https://splunkbase.splunk.com/app/5556,_time; email; host; index; ip_address; linecount; name; parameters.actor_is_collaborator_account; parameters.billable; parameters.doc_id; parameters.doc_title; parameters.doc_type; parameters.is_encrypted; parameters.new_value{}; parameters.old_value{}; parameters.old_visibility; parameters.originating_app_id; parameters.owner; parameters.owner_is_shared_drive; parameters.owner_is_team_drive; parameters.primary_event; parameters.target_user; parameters.visibility; parameters.visibility_change; punct; source; sourcetype; splunk_server; timestamp; type; unique_id,data_sources/g_suite_drive.yml
G Suite Gmail,g suite gmail,G,http:gsuite,gsuite:gmail:bigquery,Application Log Content; User Account Metadata; Email Metadata; Cloud Service Metadata,Splunk Add-on for Google Workspace,3.1.0,https://splunkbase.splunk.com/app/5556,_time; action_type; attachment{}.file_extension_type; attachment{}.malware_family; attachment{}.sha256; connection_info.authenticated_domain{}.name; connection_info.authenticated_domain{}.type; connection_info.client_host_zone; connection_info.client_ip; connection_info.dkim_pass; connection_info.dmarc_pass; connection_info.dmarc_published_domain; connection_info.ip_geo_city; connection_info.ip_geo_country; connection_info.is_internal; connection_info.is_intra_domain; connection_info.smtp_in_connect_ip; connection_info.smtp_out_connect_ip; connection_info.smtp_out_remote_host; connection_info.smtp_reply_code; connection_info.smtp_response_reason; connection_info.smtp_tls_cipher; connection_info.smtp_tls_state; connection_info.smtp_tls_version; connection_info.smtp_user_agent_ip; connection_info.spf_pass; connection_info.tls_required_but_unavailable; description; destination{}.address; destination{}.rcpt_response; destination{}.selector; destination{}.service; destination{}.smime_decryption_success; destination{}.smime_extraction_success; destination{}.smime_parsing_success; destination{}.smime_signature_verification_success; eventtype; flattened_destinations; flattened_triggered_rule_info; host; index; is_policy_check_for_sender; is_spam; linecount; message_set{}.type; num_message_attachments; payload_size; punct; rfc2822_message_id; smime_content_type; smime_encrypt_message; smime_extraction_success; smime_packaging_success; smime_sign_message; smtp_relay_error; source; source.address; source.from_header_address; source.from_header_displayname; source.selector; source.service; sourcetype; spam_info; splunk_server; structured_policy_log_info; subject; tag; tag::eventtype; timestamp; upload_error_category,data_sources/g_suite_gmail.yml
GitHub Enterprise Audit Logs,github enterprise audit logs,GitHub,http:github,httpevent,,Splunk Add-on for Github,3.2.0,https://splunkbase.splunk.com/app/6254,_document_id; action; actor; actor_id; actor_is_bot; business; business_id; created_at; operation_type; org; org_id; public_repo; repo; repo_id; request_access_security_header; user; user_agent; user_id,data_sources/github_enterprise_audit_logs.yml
GitHub Organizations Audit Logs,github organizations audit logs,GitHub,github,github:cloud:audit,,Splunk Add-on for Github,3.2.0,https://splunkbase.splunk.com/app/6254,_document_id; action; actor; actor_id; actor_is_bot; business; business_id; created_at; operation_type; org; org_id; public_repo; repo; repo_id; request_access_security_header; user; user_agent; user_id,data_sources/github_organizations_audit_logs.yml
GitHub Webhooks,github webhooks,GitHub,github,aws:firehose:json,User Account Authentication; Configuration Modification; Application Log Content; User Account Metadata; Scheduled Job Metadata,,,,_time; action; host; index; linecount; meta; punct; source; sourcetype; splunk_server; timestamp; workflow_run.actor.avatar_url; workflow_run.actor.events_url; workflow_run.actor.followers_url; workflow_run.actor.following_url; workflow_run.actor.gists_url; workflow_run.actor.gravatar_id; workflow_run.actor.html_url; workflow_run.actor.id; workflow_run.actor.login; workflow_run.actor.node_id; workflow_run.actor.organizations_url; workflow_run.actor.received_events_url; workflow_run.actor.repos_url; workflow_run.actor.site_admin; workflow_run.actor.starred_url; workflow_run.actor.subscriptions_url; workflow_run.actor.type; workflow_run.actor.url; workflow_run.artifacts_url; workflow_run.cancel_url; workflow_run.check_suite_id; workflow_run.check_suite_node_id; workflow_run.check_suite_url; workflow_run.conclusion; workflow_run.created_at; workflow_run.event; workflow_run.head_branch; workflow_run.head_commit.author.email; workflow_run.head_commit.author.name; workflow_run.head_commit.committer.email; workflow_run.head_commit.committer.name; workflow_run.head_commit.id; workflow_run.head_commit.message; workflow_run.head_commit.timestamp; workflow_run.head_commit.tree_id; workflow_run.head_repository.collaborators_url; workflow_run.head_repository.description; workflow_run.head_repository.fork; workflow_run.head_repository.forks_url; workflow_run.head_repository.full_name; workflow_run.head_repository.hooks_url; workflow_run.head_repository.html_url; workflow_run.head_repository.id; workflow_run.head_repository.keys_url; workflow_run.head_repository.name; workflow_run.head_repository.node_id; workflow_run.head_repository.owner.avatar_url; workflow_run.head_repository.owner.events_url; workflow_run.head_repository.owner.followers_url; workflow_run.head_repository.owner.following_url; workflow_run.head_repository.owner.gists_url; workflow_run.head_repository.owner.gravatar_id; workflow_run.head_repository.owner.html_url; workflow_run.head_repository.owner.id; workflow_run.head_repository.owner.login; workflow_run.head_repository.owner.node_id; workflow_run.head_repository.owner.organizations_url; workflow_run.head_repository.owner.received_events_url; workflow_run.head_repository.owner.repos_url; workflow_run.head_repository.owner.site_admin; workflow_run.head_repository.owner.starred_url; workflow_run.head_repository.owner.subscriptions_url; workflow_run.head_repository.owner.type; workflow_run.head_repository.owner.url; workflow_run.head_repository.private; workflow_run.head_repository.teams_url; workflow_run.head_repository.url; workflow_run.head_sha; workflow_run.html_url; workflow_run.id; workflow_run.jobs_url; workflow_run.logs_url; workflow_run.name; workflow_run.node_id; workflow_run.previous_attempt_url; workflow_run.pull_requests{}.base.ref; workflow_run.pull_requests{}.base.repo.id; workflow_run.pull_requests{}.base.repo.name; workflow_run.pull_requests{}.base.repo.url; workflow_run.pull_requests{}.base.sha; workflow_run.pull_requests{}.head.ref; workflow_run.pull_requests{}.head.repo.id; workflow_run.pull_requests{}.head.repo.name; workflow_run.pull_requests{}.head.repo.url; workflow_run.pull_requests{}.head.sha; workflow_run.pull_requests{}.id; workflow_run.pull_requests{}.number; workflow_run.pull_requests{}.url; workflow_run.repository.archive_url; workflow_run.repository.assignees_url; workflow_run.repository.blobs_url; workflow_run.repository.branches_url; workflow_run.repository.collaborators_url; workflow_run.repository.comments_url; workflow_run.repository.commits_url; workflow_run.repository.compare_url; workflow_run.repository.contents_url; workflow_run.repository.contributors_url; workflow_run.repository.deployments_url; workflow_run.repository.description; workflow_run.repository.downloads_url; workflow_run.repository.events_url; workflow_run.repository.fork; workflow_run.repository.forks_url; workflow_run.repository.full_name; workflow_run.repository.git_commits_url; workflow_run.repository.git_refs_url; workflow_run.repository.git_tags_url; workflow_run.repository.hooks_url; workflow_run.repository.html_url; workflow_run.repository.id; workflow_run.repository.issue_comment_url; workflow_run.repository.issue_events_url; workflow_run.repository.issues_url; workflow_run.repository.keys_url; workflow_run.repository.labels_url; workflow_run.repository.languages_url; workflow_run.repository.merges_url; workflow_run.repository.milestones_url; workflow_run.repository.name; workflow_run.repository.node_id; workflow_run.repository.notifications_url; workflow_run.repository.owner.avatar_url; workflow_run.repository.owner.events_url; workflow_run.repository.owner.followers_url; workflow_run.repository.owner.following_url; workflow_run.repository.owner.gists_url; workflow_run.repository.owner.gravatar_id; workflow_run.repository.owner.html_url; workflow_run.repository.owner.id; workflow_run.repository.owner.login; workflow_run.repository.owner.node_id; workflow_run.repository.owner.organizations_url; workflow_run.repository.owner.received_events_url; workflow_run.repository.owner.repos_url; workflow_run.repository.owner.site_admin; workflow_run.repository.owner.starred_url; workflow_run.repository.owner.subscriptions_url; workflow_run.repository.owner.type; workflow_run.repository.owner.url; workflow_run.repository.private; workflow_run.repository.pulls_url; workflow_run.repository.releases_url; workflow_run.repository.stargazers_url; workflow_run.repository.statuses_url; workflow_run.repository.subscribers_url; workflow_run.repository.subscription_url; workflow_run.repository.tags_url; workflow_run.repository.teams_url; workflow_run.repository.trees_url; workflow_run.repository.url; workflow_run.rerun_url; workflow_run.run_attempt; workflow_run.run_number; workflow_run.run_started_at; workflow_run.status; workflow_run.triggering_actor.avatar_url; workflow_run.triggering_actor.events_url; workflow_run.triggering_actor.followers_url; workflow_run.triggering_actor.following_url; workflow_run.triggering_actor.gists_url; workflow_run.triggering_actor.gravatar_id; workflow_run.triggering_actor.html_url; workflow_run.triggering_actor.id; workflow_run.triggering_actor.login; workflow_run.triggering_actor.node_id; workflow_run.triggering_actor.organizations_url; workflow_run.triggering_actor.received_events_url; workflow_run.triggering_actor.repos_url; workflow_run.triggering_actor.site_admin; workflow_run.triggering_actor.starred_url; workflow_run.triggering_actor.subscriptions_url; workflow_run.triggering_actor.type; workflow_run.triggering_actor.url; workflow_run.updated_at; workflow_run.url; workflow_run.workflow_id; workflow_run.workflow_url,data_sources/github_webhooks.yml
Google Workspace,google workspace,Google,google_workspace,gws:reports:login,,Splunk Add-on for Google Workspace,3.1.0,https://splunkbase.splunk.com/app/5556,action; actor.callerType; actor.email; actor.profileId; app; change_type; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_name; dest_url; dvc; email; etag; event.name; event.parameters{}.name; event.parameters{}.value; event.type; eventtype; filter_action; host; id.applicationName; id.customerId; id.time; id.uniqueQualifier; index; internal_message_id; ipAddress; kind; linecount; message_id; object; object_attrs; object_category; object_id; object_path; owner; owner_email; protocol; punct; result; result_id; signature_extra; source; sourcetype; splunk_server; splunk_server_group; src; src_user; src_user_id; src_user_name; src_user_type; status; tag; tag::action; tag::app; tag::eventtype; tag::object_category; tenant_id; timeendpos; timestartpos; user; user_email; user_email_extracted; user_id; user_name; user_type; vendor_account; vendor_product; _bkt; _cd; _eventtype_color; _indextime; _raw; _serial; _si; _sourcetype; _subsecond; _time,data_sources/google_workspace.yml
Google Workspace login_failure,google workspace login failure,Google,gws:reports:admin,gws:reports:admin,User Account Authentication; Logon Session Metadata; User Account Metadata; Application Log Content,Splunk Add-on for Google Workspace,3.1.0,https://splunkbase.splunk.com/app/5556,_time; actor.email; actor.profileId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; etag; event.name; event.parameters{}.multiValue{}; event.parameters{}.name; event.parameters{}.value; event.type; eventtype; host; id.applicationName; id.customerId; id.time; id.uniqueQualifier; index; ipAddress; kind; linecount; punct; source; sourcetype; splunk_server; tag; tag::eventtype; timeendpos; timestartpos,data_sources/google_workspace_login_failure.yml
